"Région","Année","Temp_Max","Temp_Min"
"Normandie",2012,15.1354199924174,6.98007901958411
"Hauts-de-France",2012,14.5852061463937,6.57119575153349
"Grand Est",2012,14.8509215584351,5.85768431596904
"Pays de la Loire",2012,16.5715467476667,7.87845741063726
"Bretagne",2012,15.3810364850767,8.29527119093709
"Nouvelle-Aquitaine",2012,17.8164132366461,7.72335190910594
"Occitanie",2012,17.4383325990927,7.20850566164402
"Auvergne-Rhône-Alpes",2012,14.8182522652949,5.13057315307796
"Provence-Alpes-Côte d'Azur",2012,15.7262314359397,6.64322705816304
"Corse",2012,17.3383486686497,10.853639132386
"Île-de-France",2013,15.0265261445278,6.47357267636084
"Centre-Val de Loire",2013,15.7313311556717,6.82311283361602
"Bourgogne-Franche-Comté",2013,14.4116051818462,5.96293496277104
"Normandie",2013,14.6996537057656,6.73734239828225
"Hauts-de-France",2013,14.0104198225663,6.18696161560703
"Grand Est",2013,14.0608416494403,5.68436344486647
"Pays de la Loire",2013,16.1194334271528,7.72253101836363
"Bretagne",2013,15.0993726997618,8.16382454031109
"Nouvelle-Aquitaine",2013,17.169581912624,7.52954287216782
"Occitanie",2013,16.6865495006883,6.93613590022308
"Auvergne-Rhône-Alpes",2013,14.0052262591948,4.8084351436497
"Provence-Alpes-Côte d'Azur",2013,14.9853365372429,6.34054065979584
"Corse",2013,16.8361926498763,10.689021439946
"Île-de-France",2014,16.7981115775931,7.77282610743727
"Centre-Val de Loire",2014,17.4325114898867,7.95721726738787
"Bourgogne-Franche-Comté",2014,16.2258837701792,7.21966699185841
"Normandie",2014,16.3098028698181,7.92699787371579
"Hauts-de-France",2014,15.8307650409313,7.70392156498345
"Grand Est",2014,15.9697085122047,7.07147311060762
"Pays de la Loire",2014,17.6733374631139,8.76480975825497
"Bretagne",2014,16.5450106224851,9.1576771009983
"Nouvelle-Aquitaine",2014,18.7189349713846,8.62296624486745
"Occitanie",2014,18.1111050689018,8.17300464545689
"Auvergne-Rhône-Alpes",2014,15.6112952442831,6.0655825817258
"Provence-Alpes-Côte d'Azur",2014,16.2216810146988,7.6122680498069
"Corse",2014,17.6799388238049,11.7478593161347
"Île-de-France",2015,16.3544686308648,7.29660737247492
"Centre-Val de Loire",2015,17.1401548939092,7.5702042796395
"Bourgogne-Franche-Comté",2015,16.0865913182497,6.81405141656386
"Normandie",2015,15.8598694834356,7.4967678923142
"Hauts-de-France",2015,15.2457767690828,7.094184689692
"Grand Est",2015,15.7613728638499,6.50161678180462
"Pays de la Loire",2015,17.3988006804776,8.33839122332059
"Bretagne",2015,16.186127184441,8.71731327252369
"Nouvelle-Aquitaine",2015,18.5361856036156,8.2185807818055
"Occitanie",2015,17.9996644088793,7.72312799319917
"Auvergne-Rhône-Alpes",2015,15.4730429898256,5.64784501737312
"Provence-Alpes-Côte d'Azur",2015,16.1927378499194,7.1682101953539
"Corse",2015,17.7097094684566,11.4236391583714
"Île-de-France",2016,15.8217940475001,6.94948396758129
"Centre-Val de Loire",2016,16.5707217187851,7.19862351750399
"Bourgogne-Franche-Comté",2016,15.3296210207838,6.34127049877288
"Normandie",2016,15.4622624544114,7.18126443350766
"Hauts-de-France",2016,14.9126780640845,6.85177643782173
"Grand Est",2016,15.0082409479666,6.10514597584826
"Pays de la Loire",2016,16.9142886609061,8.07062862457768
"Bretagne",2016,15.7934327338152,8.52963714870194
"Nouvelle-Aquitaine",2016,18.0981220770297,7.92703217704836
"Occitanie",2016,17.6075968724725,7.60950152152097
"Auvergne-Rhône-Alpes",2016,14.9794381593879,5.34585030403924
"Provence-Alpes-Côte d'Azur",2016,15.8756115145921,7.03477564052029
"Corse",2016,17.6084709447458,11.2435626909273
"Île-de-France",2017,16.3942358484381,7.33768116532578
"Centre-Val de Loire",2017,16.975760954541,7.38285307876475
"Bourgogne-Franche-Comté",2017,15.8022606455265,6.47635749521408
"Normandie",2017,15.9032010087068,7.55046615946083
"Hauts-de-France",2017,15.4419180590523,7.27925673964756
"Grand Est",2017,15.5215539451185,6.31742424116431
"Pays de la Loire",2017,17.2134450183613,8.23485938822365
"Bretagne",2017,16.0760953607211,8.76161454548087
"Nouvelle-Aquitaine",2017,18.4405474830313,7.93540643612123
"Occitanie",2017,17.88442350804,7.45026302884418
"Auvergne-Rhône-Alpes",2017,15.3091685393041,5.29762820878416
"Provence-Alpes-Côte d'Azur",2017,16.0919492281823,6.82299679225812
"Corse",2017,17.6422783247921,10.9736085769233
"Île-de-France",2018,17.0307092704321,7.90413920587231
"Centre-Val de Loire",2018,17.6173532156201,8.1257000898386
"Bourgogne-Franche-Comté",2018,16.584931848214,7.41469415847925
"Normandie",2018,16.4026771488505,7.90899929316932
"Hauts-de-France",2018,16.076541812891,7.66793195058977
"Grand Est",2018,16.3722837988923,7.10124954171561
"Pays de la Loire",2018,17.7475599785892,8.79861042505458
"Bretagne",2018,16.512603742647,9.08841440148898
"Nouvelle-Aquitaine",2018,18.7896203369657,8.69021692118827
"Occitanie",2018,18.1938669877723,8.3186456958861
"Auvergne-Rhône-Alpes",2018,15.8813819707451,6.25277714958473
"Provence-Alpes-Côte d'Azur",2018,16.4857498191388,7.71046727546428
"Corse",2018,17.9958715263857,11.7708103941121
"Île-de-France",2019,16.645981551159,7.9726284458075
"Centre-Val de Loire",2019,17.5423802396694,8.42435741889012
"Bourgogne-Franche-Comté",2019,16.2137106612642,7.50462377166494
"Normandie",2019,15.976758160741,7.94726514917901
"Hauts-de-France",2019,15.5202321253451,7.68173706141952
"Grand Est",2019,15.8620080329362,7.22999354100016
"Pays de la Loire",2019,17.3903763494184,8.86219189243932
"Bretagne",2019,15.9828845771255,9.01410442235225
"Nouvelle-Aquitaine",2019,18.4526680977695,8.65521817275791
"Occitanie",2019,17.7564069078858,8.0407342973863
"Auvergne-Rhône-Alpes",2019,15.6909219443259,6.32432880127609
"Provence-Alpes-Côte d'Azur",2019,16.3068572900254,7.61488276226876
"Corse",2019,17.8607798165138,11.6307339370798
"Île-de-France",2020,17.2624616258543,8.4683135890835
"Centre-Val de Loire",2020,17.9325588484863,8.70922619491428
"Bourgogne-Franche-Comté",2020,16.5226562438493,7.69145611245581
"Normandie",2020,16.5055673880722,8.4044752207346
"Hauts-de-France",2020,16.088436386584,8.16337356116677
"Grand Est",2020,16.3179993566018,7.55318274875967
"Pays de la Loire",2020,17.9670347530848,9.34746485632052
"Bretagne",2020,16.504144954074,9.45980505012817
"Nouvelle-Aquitaine",2020,18.8874480615349,9.05208727565404
"Occitanie",2020,18.1102942309797,8.36238390567656
"Auvergne-Rhône-Alpes",2020,15.9459898184951,6.49521493402353
"Provence-Alpes-Côte d'Azur",2020,16.4019188390449,7.66029436591439
"Corse",2020,17.9576910841356,11.7642813551317
"Île-de-France",2021,15.7045783908628,6.91049626944722
"Centre-Val de Loire",2021,16.3857514776967,7.16243574990855
"Bourgogne-Franche-Comté",2021,14.8629349489161,6.03168772232342
"Normandie",2021,15.2673193017536,7.16609838228627
"Hauts-de-France",2021,14.6528950768418,6.72771493030469
"Grand Est",2021,14.6159576029577,5.85093080482039
"Pays de la Loire",2021,16.6024359113821,7.98295699088804
"Bretagne",2021,15.5113250166954,8.46698031842398
"Nouvelle-Aquitaine",2021,17.672180776016,7.83664053778717
"Occitanie",2021,17.2162893532565,7.46843165132709
"Auvergne-Rhône-Alpes",2021,14.6336934448907,5.18272624857391
"Provence-Alpes-Côte d'Azur",2021,15.70143807443,6.95983046067781
"Corse",2021,17.6686697006226,11.475351701089
"Île-de-France",2022,17.3059728117328,8.44141412440967
"Centre-Val de Loire",2022,18.0812466369047,8.78378653352137
"Bourgogne-Franche-Comté",2022,16.7558649445468,7.85408909809082
"Normandie",2022,16.6888341675049,8.50916800171248
"Hauts-de-France",2022,16.1311337431212,8.13517680966476
"Grand Est",2022,16.480406969191,7.59769262826099
"Pays de la Loire",2022,18.3186145365978,9.60549213844848
"Bretagne",2022,16.8426172475147,9.70608955431896
"Nouvelle-Aquitaine",2022,19.4968832602895,9.58332547030901
"Occitanie",2022,19.0549865695877,9.24049304004047
"Auvergne-Rhône-Alpes",2022,16.5638687673063,7.05771682146532
"Provence-Alpes-Côte d'Azur",2022,17.3399966198664,8.56140773386887
"Corse",2022,18.8534862133341,12.6542507705339
"Île-de-France",2023,17.2941919258932,8.42963330013793
"Centre-Val de Loire",2023,18.0418560590063,8.74439597768443
"Bourgogne-Franche-Comté",2023,16.6664533558044,7.76467752845046
"Normandie",2023,16.6788092624906,8.49914313785307
"Hauts-de-France",2023,16.1118694346655,8.11591250432562
"Grand Est",2023,16.4164264606531,7.53371442593386
"Pays de la Loire",2023,18.1654797357602,9.45235731489309
"Bretagne",2023,16.8144904165925,9.67796273664995
"Nouvelle-Aquitaine",2023,19.1469761331801,9.23341991124984
"Occitanie",2023,18.4970958473686,8.68260230760191
"Auvergne-Rhône-Alpes",2023,16.2330014969429,6.72684954312893
"Provence-Alpes-Côte d'Azur",2023,16.8852015804303,8.10660847946851
"Corse",2023,18.4731039607197,12.2738684907966
